41,0,28,0,5,0,51,0
38,0,53,0,48,0,33,0
30,0,56,0,59,0,29,0
1,0,50,0,16,0,2,0
45,0,25,0,11,0,3,0
44,0,35,0,15,0,17,0
57,0,22,0,7,0,4,0
26,0,46,0,40,0,54,0
6,0,39,0,13,0,19,0
20,0,37,0,42,0,47,0
14,0,8,0,43,0,34,0
36,0,9,0,21,0,49,0
32,0,52,0,27,0,55,0
12,0,60,0,31,0,23,0
24,0,18,0,58,0,10,0
51,0,17,0,45,0,59,0
3,0,50,0,53,0,11,0
48,0,46,0,16,0,5,0
33,0,13,0,29,0,44,0
42,0,54,0,30,0,35,0
20,0,26,0,34,0,4,0
41,0,22,0,9,0,39,0
37,0,2,0,49,0,14,0
25,0,60,0,7,0,21,0
55,0,15,0,47,0,24,0
27,0,12,0,18,0,56,0
43,0,36,0,32,0,28,0
19,0,57,0,23,0,1,0
58,0,38,0,6,0,8,0
10,0,52,0,40,0,31,0
5,0,4,0,29,0,42,0
51,0,26,0,35,0,3,0
46,0,37,0,41,0,30,0
59,0,21,0,22,0,11,0
2,0,55,0,39,0,17,0
34,0,12,0,45,0,24,0
48,0,36,0,56,0,7,0
25,0,50,0,43,0,33,0
1,0,58,0,13,0,27,0
10,0,19,0,8,0,47,0
40,0,16,0,53,0,9,0
15,0,32,0,60,0,14,0
6,0,57,0,31,0,18,0
23,0,38,0,20,0,52,0
28,0,54,0,49,0,44,0
12,0,39,0,3,0,46,0
48,0,21,0,45,0,30,0
7,0,55,0,5,0,34,0
13,0,43,0,4,0,37,0
59,0,27,0,25,0,8,0
47,0,35,0,9,0,2,0
17,0,32,0,19,0,29,0
6,0,53,0,1,0,36,0
58,0,33,0,42,0,14,0
49,0,18,0,38,0,26,0
51,0,40,0,54,0,23,0
52,0,15,0,11,0,28,0
56,0,16,0,57,0,10,0
20,0,50,0,60,0,22,0
44,0,31,0,24,0,41,0
3,0,2,0,13,0,59,0
9,0,7,0,46,0,17,0
39,0,27,0,43,0,48,0
14,0,6,0,12,0,29,0
30,0,32,0,26,0,58,0
5,0,47,0,21,0,38,0
54,0,53,0,18,0,25,0
42,0,23,0,56,0,49,0
55,0,1,0,51,0,20,0
22,0,16,0,37,0,15,0
24,0,28,0,50,0,40,0
4,0,35,0,19,0,31,0
8,0,36,0,44,0,45,0
34,0,10,0,52,0,41,0
11,0,60,0,33,0,57,0
47,0,13,0,32,0,14,0
53,0,7,0,6,0,26,0
12,0,25,0,30,0,2,0
