35,0,36,0,27,0,15,0
8,0,11,0,34,0,21,0
5,0,38,0,18,0,6,0
13,0,7,0,17,0,14,0
28,0,9,0,22,0,12,0
31,0,32,0,23,0,2,0
19,0,1,0,24,0,39,0
26,0,25,0,29,0,3,0
16,0,20,0,37,0,33,0
10,0,30,0,17,0,4,0
13,0,6,0,27,0,36,0
23,0,32,0,9,0,18,0
34,0,15,0,12,0,31,0
22,0,19,0,21,0,25,0
1,0,11,0,38,0,29,0
10,0,3,0,28,0,16,0
14,0,8,0,7,0,37,0
39,0,30,0,5,0,20,0
24,0,2,0,35,0,26,0
4,0,32,0,33,0,15,0
12,0,6,0,11,0,13,0
27,0,19,0,1,0,16,0
37,0,8,0,38,0,9,0
7,0,5,0,36,0,21,0
17,0,28,0,31,0,23,0
4,0,35,0,25,0,20,0
14,0,39,0,18,0,2,0
26,0,33,0,3,0,30,0
10,0,22,0,29,0,24,0
7,0,34,0,32,0,6,0
5,0,27,0,11,0,31,0
38,0,35,0,16,0,13,0
12,0,18,0,4,0,1,0
2,0,21,0,17,0,15,0
3,0,33,0,8,0,10,0
20,0,39,0,22,0,14,0
36,0,37,0,29,0,25,0
9,0,24,0,28,0,30,0
26,0,23,0,19,0,34,0
38,0,16,0,7,0,32,0
1,0,35,0,5,0,3,0
31,0,18,0,11,0,22,0
17,0,20,0,25,0,27,0
21,0,12,0,2,0,6,0
8,0,29,0,23,0,24,0
19,0,33,0,14,0,36,0
34,0,28,0,15,0,30,0
13,0,4,0,9,0,37,0
10,0,26,0,39,0,1,0
3,0,32,0,11,0,17,0
20,0,23,0,24,0,7,0
16,0,36,0,25,0,8,0
35,0,5,0,38,0,28,0
13,0,2,0,18,0,4,0
33,0,10,0,31,0,6,0
9,0,30,0,21,0,39,0
12,0,34,0,14,0,29,0
27,0,37,0,15,0,19,0
26,0,38,0,22,0,23,0
36,0,4,0,28,0,11,0
10,0,5,0,7,0,18,0
6,0,33,0,1,0,2,0
31,0,14,0,24,0,32,0
17,0,25,0,12,0,39,0
21,0,26,0,35,0,27,0
34,0,3,0,20,0,19,0
8,0,22,0,30,0,13,0
29,0,15,0,16,0,9,0
11,0,37,0,1,0,6,0
38,0,39,0,12,0,33,0
21,0,35,0,23,0,27,0
18,0,34,0,25,0,7,0
14,0,24,0,30,0,4,0
28,0,29,0,20,0,13,0
15,0,2,0,8,0,16,0
19,0,9,0,31,0,10,0
37,0,17,0,5,0,26,0
32,0,22,0,36,0,3,0
30,0,25,0,6,0,11,0
14,0,4,0,29,0,23,0
15,0,28,0,33,0,7,0
21,0,13,0,34,0,16,0
12,0,17,0,19,0,35,0
37,0,5,0,32,0,10,0
8,0,18,0,20,0,26,0
39,0,3,0,31,0,36,0
24,0,27,0,9,0,2,0
38,0,1,0,22,0,15,0
25,0,13,0,33,0,23,0
16,0,14,0,5,0,28,0
8,0,7,0,4,0,19,0
17,0,31,0,20,0,37,0
30,0,32,0,29,0,27,0
39,0,10,0,2,0,34,0
3,0,21,0,24,0,38,0
36,0,12,0,26,0,18,0
11,0,35,0,9,0,1,0
6,0,17,0,22,0,4,0
5,0,29,0,33,0,8,0
19,0,39,0,13,0,32,0
28,0,31,0,21,0,38,0
15,0,36,0,2,0,20,0
1,0,25,0,34,0,9,0
27,0,11,0,7,0,14,0
22,0,6,0,35,0,23,0
16,0,10,0,12,0,26,0
3,0,24,0,37,0,18,0
30,0,38,0,2,0,19,0
1,0,29,0,21,0,17,0
28,0,8,0,27,0,39,0
4,0,34,0,22,0,5,0
6,0,16,0,32,0,20,0
23,0,36,0,37,0,10,0
18,0,11,0,33,0,35,0
26,0,3,0,14,0,9,0
31,0,7,0,30,0,12,0
15,0,13,0,25,0,24,0
39,0,16,0,4,0,6,0
38,0,27,0,34,0,10,0
2,0,22,0,11,0,19,0
20,0,33,0,9,0,21,0
18,0,14,0,8,0,17,0
32,0,25,0,26,0,28,0
5,0,23,0,15,0,24,0
29,0,7,0,3,0,35,0
36,0,13,0,1,0,31,0
37,0,12,0,30,0,21,0
14,0,20,0,10,0,38,0
16,0,22,0,33,0,17,0
15,0,18,0,6,0,26,0
2,0,27,0,25,0,5,0
19,0,31,0,35,0,29,0
24,0,37,0,39,0,34,0
23,0,30,0,3,0,11,0
4,0,9,0,36,0,7,0
8,0,1,0,32,0,12,0
13,0,18,0,28,0,21,0
35,0,25,0,10,0,14,0
27,0,16,0,37,0,22,0
29,0,11,0,39,0,15,0
33,0,9,0,34,0,17,0
24,0,12,0,32,0,36,0
4,0,26,0,38,0,31,0
1,0,23,0,20,0,30,0
6,0,28,0,19,0,8,0
2,0,5,0,13,0,3,0
7,0,22,0,39,0,37,0
29,0,12,0,18,0,27,0
11,0,33,0,26,0,24,0
23,0,17,0,36,0,38,0
30,0,34,0,16,0,35,0
25,0,31,0,13,0,8,0
32,0,21,0,10,0,4,0
6,0,15,0,3,0,14,0
7,0,2,0,28,0,1,0
9,0,20,0,5,0,19,0
30,0,36,0,34,0,38,0
24,0,31,0,17,0,16,0
39,0,33,0,23,0,12,0
35,0,22,0,32,0,8,0
2,0,28,0,37,0,29,0
21,0,1,0,14,0,25,0
3,0,4,0,27,0,13,0
9,0,26,0,6,0,7,0
10,0,20,0,15,0,11,0
19,0,30,1,18,0,5,0
