20,0,8,0,17,0,29,0
9,0,24,0,21,0,30,0
1,0,15,0,27,0,5,0
10,0,7,0,28,0,23,0
14,0,2,0,12,0,11,0
3,0,22,0,18,0,4,0
25,0,6,0,26,0,16,0
21,0,13,0,19,0,8,0
5,0,20,0,27,0,28,0
29,0,15,0,14,0,23,0
9,0,12,0,1,0,22,0
3,0,18,0,25,0,10,0
30,0,26,0,13,0,17,0
19,0,6,0,2,0,4,0
16,0,11,0,24,0,7,0
23,0,21,0,12,0,20,0
22,0,10,0,8,0,1,0
28,0,25,0,14,0,9,0
13,0,5,0,6,0,29,0
4,0,27,0,26,0,24,0
2,0,16,0,30,0,3,0
19,0,18,0,7,0,17,0
11,0,28,0,15,0,22,0
20,0,9,0,6,0,10,0
4,0,5,0,21,0,14,0
1,0,24,0,13,0,3,0
29,0,2,0,27,0,7,0
25,0,30,0,23,0,19,0
15,0,17,0,12,0,16,0
8,0,18,0,11,0,26,0
28,0,10,0,4,0,13,0
22,0,21,0,7,0,6,0
25,0,1,0,2,0,20,0
24,0,12,0,29,0,19,0
9,0,27,0,17,0,11,0
8,0,30,0,15,0,18,0
23,0,26,0,3,0,5,0
20,0,14,0,16,0,22,0
7,0,12,0,13,0,25,0
17,0,21,0,28,0,1,0
11,0,4,0,30,0,29,0
6,0,23,0,18,0,24,0
26,0,2,0,10,0,15,0
27,0,8,0,3,0,14,0
5,0,19,0,16,0,9,0
29,0,11,0,21,0,25,0
6,0,28,0,30,0,12,0
22,0,17,0,24,0,2,0
7,0,14,0,26,0,1,0
23,0,4,0,8,0,9,0
15,0,3,0,19,0,20,0
16,0,13,0,18,0,27,0
10,0,30,1,5,0,12,1
