11,0,26,0,34,0,12,0
1,0,38,0,23,0,3,0
13,0,32,0,28,0,9,0
36,0,19,0,2,0,21,0
14,0,35,0,16,0,33,0
30,0,15,0,7,0,6,0
8,0,10,0,22,0,17,0
18,0,20,0,37,0,25,0
29,0,27,0,31,0,5,0
24,0,11,0,9,0,4,0
34,0,36,0,13,0,1,0
3,0,12,0,15,0,33,0
17,0,28,0,35,0,7,0
20,0,16,0,8,0,38,0
31,0,18,0,23,0,19,0
25,0,26,0,10,0,2,0
4,0,37,0,29,0,21,0
22,0,6,0,27,0,24,0
32,0,14,0,30,0,5,0
28,0,8,0,11,0,3,0
12,0,7,0,19,0,16,0
2,0,23,0,15,0,34,0
33,0,1,0,26,0,18,0
35,0,24,0,20,0,29,0
5,0,9,0,36,0,17,0
21,0,13,0,6,0,14,0
25,0,22,0,38,0,32,0
27,0,30,0,10,0,4,0
37,0,15,0,26,0,31,0
16,0,34,0,24,0,28,0
17,0,29,0,19,0,11,0
6,0,20,0,1,0,2,0
7,0,8,0,32,0,23,0
9,0,25,0,14,0,27,0
21,0,22,0,12,0,30,0
4,0,31,0,33,0,13,0
38,0,10,0,5,0,37,0
3,0,35,0,18,0,36,0
